Location	Pincode	State	District
Cheruthuruthy	679531	Kerala	Thrissur
Cheruvallur	680321	Kerala	Thrissur
Chettupuzha	680621	Kerala	Thrissur
Chimoni Dam	680304	Kerala	Thrissur
Chiramanangad	680604	Kerala	Thrissur
Chiranellur	680501	Kerala	Thrissur
Chittanda	680600	Kerala	Thrissur
Chittanjur	680523	Kerala	Thrissur
Chittattukara	680511	Kerala	Thrissur
Chittilapilly	680551	Kerala	Thrissur
Chittissery	680301	Kerala	Thrissur
Chiyyaram	680026	Kerala	Thrissur
Chokkana	680699	Kerala	Thrissur
Cholissery	680541	Kerala	Thrissur
Choondal	680502	Kerala	Thrissur
Chottupara	680581	Kerala	Thrissur
Chovvur	680027	Kerala	Thrissur
Chowannur	680503	Kerala	Thrissur
Chulur	680567	Kerala	Thrissur
Chuvannamannu	680652	Kerala	Thrissur
Desamangalam	679532	Kerala	Thrissur
Edakkalathur	680552	Kerala	Thrissur
Edakkara	680518	Kerala	Thrissur
Edakkazhiyur	680515	Kerala	Thrissur
Edakulam	680688	Kerala	Thrissur
Edamuttam	680568	Kerala	Thrissur
Edassery	680569	Kerala	Thrissur
Edathirinji	680122	Kerala	Thrissur
Edathuruthy	680703	Kerala	Thrissur
Edavilangu	680671	Kerala	Thrissur
Elanad	680586	Kerala	Thrissur
Elavally	680511	Kerala	Thrissur
Elavally South	680511	Kerala	Thrissur
Elinjipra	680721	Kerala	Thrissur
Elthuruth	680611	Kerala	Thrissur
Enamakkal	680510	Kerala	Thrissur
Engandiyur	680615	Kerala	Thrissur
Enkakad	680589	Kerala	Thrissur
Eranellur	680501	Kerala	Thrissur
Eravathur	680734	Kerala	Thrissur
Eravimangalam	680751	Kerala	Thrissur
Eravu	680620	Kerala	Thrissur
Erayamkudi	680308	Kerala	Thrissur
Eriyad	680666	Kerala	Thrissur
Erumapetty	680584	Kerala	Thrissur
Eyyal	680501	Kerala	Thrissur
Guruvayur	680101	Kerala	Thrissur
Guruvayur Temple (n)	680101	Kerala	Thrissur
Inchakundu	680312	Kerala	Thrissur
Inchamudy	680564	Kerala	Thrissur
Iranikulam	680734	Kerala	Thrissur
Iringapuram	680103	Kerala	Thrissur
Irinjalakuda	680121	Kerala	Thrissur
Irinjalakuda North	680125	Kerala	Thrissur
Irunilamcode	680583	Kerala	Thrissur
Kadappuram	680514	Kerala	Thrissur
Kadavallur	680543	Kerala	Thrissur
Kadukutty	680309	Kerala	Thrissur
Kaduppassery	680683	Kerala	Thrissur
Kainoor	680014	Kerala	Thrissur
Kaipamangalam	680681	Kerala	Thrissur
Kaipamangalam Beach	680681	Kerala	Thrissur
Kaiparamba	680546	Kerala	Thrissur
Kajirakode	680590	Kerala	Thrissur
Kakkassery	680511	Kerala	Thrissur
Kalimbram	680568	Kerala	Thrissur
Kaliyarode	680586	Kerala	Thrissur
Kallepadam	680587	Kerala	Thrissur
Kallettumkara	680683	Kerala	Thrissur
Kallur	680317	Kerala	Thrissur
Kanakamala	680689	Kerala	Thrissur
Kanattukara	680011	Kerala	Thrissur
Kandamkulam	680669	Kerala	Thrissur
Kandanassery	680102	Kerala	Thrissur
Kandassankadavu	680613	Kerala	Thrissur
Kanimangalam	680027	Kerala	Thrissur
Kanippayur	680517	Kerala	Thrissur
Kaniyarkod	680594	Kerala	Thrissur
Kanjani	680612	Kerala	Thrissur
Kanjirappilly	680721	Kerala	Thrissur
Kannampallipuram	680687	Kerala	Thrissur
Kannara	680652	Kerala	Thrissur
Kannikulangara	680682	Kerala	Thrissur
Kannoth	680510	Kerala	Thrissur
Kara	680671	Kerala	Thrissur
Karalam	680711	Kerala	Thrissur
Karanchira	680702	Kerala	Thrissur
Karayamvattam	680567	Kerala	Thrissur
Karikkad	680519	Kerala	Thrissur
Karumathra	680589	Kerala	Thrissur
Karupadanna	680670	Kerala	Thrissur
Karur	680697	Kerala	Thrissur
Karuvannur	680711	Kerala	Thrissur
Kathikkudam	680308	Kerala	Thrissur
Kattakampal	680544	Kerala	Thrissur
Kattilapoovam	680028	Kerala	Thrissur
Kattoor	680702	Kerala	Thrissur
Katungode	680584	Kerala	Thrissur
Kavida	680505	Kerala	Thrissur
Kecheri	680501	Kerala	Thrissur
Kerala Agri-university	680656	Kerala	Thrissur
Khannanagar-koratti	680309	Kerala	Thrissur
Kilakkummuri	680571	Kerala	Thrissur
Killimangalam	680591	Kerala	Thrissur
Kiralur	680601	Kerala	Thrissur
Kizhupillikkara	680702	Kerala	Thrissur
Kizhur	680523	Kerala	Thrissur
Koartti Kizhakkummuri	680308	Kerala	Thrissur
Kochannur	679562	Kerala	Thrissur
Kodakara	680684	Kerala	Thrissur
Kodannur	680574	Kerala	Thrissur
Kodassery	680721	Kerala	Thrissur
Kodungallur	680664	Kerala	Thrissur
Kolazhi Rm	680010	Kerala	Thrissur
Kombathukadavu	680682	Kerala	Thrissur
Konathukunnu	680123	Kerala	Thrissur
Kondazhi	679106	Kerala	Thrissur
Konikara	680306	Kerala	Thrissur
Konnakuzhy	680721	Kerala	Thrissur
Koolimuttam	680691	Kerala	Thrissur
Koonamoochi	680504	Kerala	Thrissur
Koorikuzhi	680681	Kerala	Thrissur
Kootala-trichur	680652	Kerala	Thrissur
Koovakkattukunnu	680311	Kerala	Thrissur
Koratti	680308	Kerala	Thrissur
Koratti South	680308	Kerala	Thrissur
Korattikara	680543	Kerala	Thrissur
Kothaparamba	680668	Kerala	Thrissur
Kottai	680731	Kerala	Thrissur
Kottamuri	680732	Kerala	Thrissur
Kottanallur	680672	Kerala	Thrissur
Kottapadi	680505	Kerala	Thrissur
Kottappuram	680667	Kerala	Thrissur
Kottappuram Wri	680584	Kerala	Thrissur
Kozhukully	680752	Kerala	Thrissur
Krishnankotta	680733	Kerala	Thrissur
Kukkulissery	680734	Kerala	Thrissur
Kumaranellur Tc	680590	Kerala	Thrissur
Kumarappanal	680585	Kerala	Thrissur
Kumbalacode	680587	Kerala	Thrissur
Kundaliyur	680616	Kerala	Thrissur
Kundannur	680590	Kerala	Thrissur
Kundukad	680028	Kerala	Thrissur
Kundur	680734	Kerala	Thrissur
Kunnamkulam	680503	Kerala	Thrissur
Kunnamkulam City	680523	Kerala	Thrissur
Kunnappilly	680311	Kerala	Thrissur
Kuranniyur	680506	Kerala	Thrissur
Kuriachira	680006	Kerala	Thrissur
Kurkancheri	680007	Kerala	Thrissur
Kuruchikkara	680028	Kerala	Thrissur
Kurumal	680601	Kerala	Thrissur
Kurumala	680586	Kerala	Thrissur
Kurumbilavu	680564	Kerala	Thrissur
Kuruvilassery	680735	Kerala	Thrissur
Kuthampilly	680594	Kerala	Thrissur
Kuttamangalam	680703	Kerala	Thrissur
Kuttanchery	680584	Kerala	Thrissur
Kuttanellur	680014	Kerala	Thrissur
Kuttichira	680724	Kerala	Thrissur
Kuttikkad	680724	Kerala	Thrissur
Kuttur	680013	Kerala	Thrissur
Kuzhikkattussery	680697	Kerala	Thrissur
Kuzhur	680734	Kerala	Thrissur
Madakkathara	680651	Kerala	Thrissur
Madathumpady	680733	Kerala	Thrissur
Madavana	680666	Kerala	Thrissur
Madayikonam	680712	Kerala	Thrissur
Madu	680512	Kerala	Thrissur
Mala-thrissur	680732	Kerala	Thrissur
Malavattom	680588	Kerala	Thrissur
Malesamangalam	680588	Kerala	Thrissur
Mambra	680308	Kerala	Thrissur
Manakkodi	680017	Kerala	Thrissur
Manakulangara	680684	Kerala	Thrissur
Manalithara	680589	Kerala	Thrissur
Manalur	680617	Kerala	Thrissur
Manalur Hs	680617	Kerala	Thrissur
Mangad	680542	Kerala	Thrissur
Mannalamkunu	680518	Kerala	Thrissur
Mannamangalam	680014	Kerala	Thrissur
Mannuthy	680651	Kerala	Thrissur
Marathakkara	680306	Kerala	Thrissur
Marottichal	680014	Kerala	Thrissur
Maruthancode	680604	Kerala	Thrissur
Maruthayur	680507	Kerala	Thrissur
Mathilakam	680685	Kerala	Thrissur
Mattam	680602	Kerala	Thrissur
Mattathur	680684	Kerala	Thrissur
Mattathurkkunnu	680684	Kerala	Thrissur
Mayannur	679105	Kerala	Thrissur
Melur	680311	Kerala	Thrissur
Methala	680669	Kerala	Thrissur
Minalur	680581	Kerala	Thrissur
Moorkkanad	680711	Kerala	Thrissur
Mothirakkanni	680724	Kerala	Thrissur
Mulagunnathukavu	680581	Kerala	Thrissur
Mulayam	680751	Kerala	Thrissur
Mullassery	680509	Kerala	Thrissur
Mullurkkara	680583	Kerala	Thrissur
Mundathicode	680595	Kerala	Thrissur
Mundathicode West	680623	Kerala	Thrissur
Mundur	680541	Kerala	Thrissur
Mupliyam	680312	Kerala	Thrissur
Murikkungal	680699	Kerala	Thrissur
Muringoor Vadakkummuri	680316	Kerala	Thrissur
Muriyad	680683	Kerala	Thrissur
Muttithadi	680317	Kerala	Thrissur
Nadathara	680751	Kerala	Thrissur
Nadavaramba	680661	Kerala	Thrissur
Naduvilkkara	680614	Kerala	Thrissur
Nalukettu	680308	Kerala	Thrissur
Nambazhikad	680602	Kerala	Thrissur
Nandikkara	680301	Kerala	Thrissur
Nandipulam	680319	Kerala	Thrissur
Nattika	680566	Kerala	Thrissur
Nattikabeach	680566	Kerala	Thrissur
Nedupuzha	680015	Kerala	Thrissur
Nehrunagar	680006	Kerala	Thrissur
Nellayi-thrissur	680305	Kerala	Thrissur
Nellikunnu	680005	Kerala	Thrissur
Nelluvaya	680584	Kerala	Thrissur
Nemmini	680104	Kerala	Thrissur
Nenmenikkara	680301	Kerala	Thrissur
Nettissery	680657	Kerala	Thrissur
Netumpura	679531	Kerala	Thrissur
Nhamaghat	679563	Kerala	Thrissur
Ollukkara	680655	Kerala	Thrissur
Ollur	680306	Kerala	Thrissur
Ollur North	680306	Kerala	Thrissur
Ollur Thaikkattussery	680322	Kerala	Thrissur
Orumanayur	680512	Kerala	Thrissur
Padinjare Vemballur	680671	Kerala	Thrissur
Padiyam	680641	Kerala	Thrissur
Padiyur	680695	Kerala	Thrissur
Padoor	680524	Kerala	Thrissur
Pady	680699	Kerala	Thrissur
Painkulam	679531	Kerala	Thrissur
Palappilly	680304	Kerala	Thrissur
Palayamparambu	680741	Kerala	Thrissur
Palayur	680506	Kerala	Thrissur
Palissery	680027	Kerala	Thrissur
Pallam Kottambathur	679532	Kerala	Thrissur
Pallipuram	680732	Kerala	Thrissur
Pallur	679532	Kerala	Thrissur
Paluvai	680522	Kerala	Thrissur
Pampady East	680588	Kerala	Thrissur
Pampady West	680597	Kerala	Thrissur
Panamkulam	680711	Kerala	Thrissur
Panangad	680665	Kerala	Thrissur
Panangattukara	680623	Kerala	Thrissur
Panjal	679531	Kerala	Thrissur
Panparappally	680586	Kerala	Thrissur
Paralam	680575	Kerala	Thrissur
Parappukkara	680310	Kerala	Thrissur
Parappur	680552	Kerala	Thrissur
Pariyaram	680721	Kerala	Thrissur
Parlikkad	680623	Kerala	Thrissur
Pathazhakkad	680668	Kerala	Thrissur
Pathiyarkulangara	680552	Kerala	Thrissur
Pattikkad Tc	680652	Kerala	Thrissur
Pattiparambu	680588	Kerala	Thrissur
Pavaratty	680507	Kerala	Thrissur
Pazhanji	680542	Kerala	Thrissur
Pazhayannur	680587	Kerala	Thrissur
Pazhayi	680301	Kerala	Thrissur
Pazhuvil	680564	Kerala	Thrissur
Pazhuvil West	680564	Kerala	Thrissur
Peechi	680653	Kerala	Thrissur
Peramangalam	680545	Kerala	Thrissur
Perambra-thrissur	680689	Kerala	Thrissur
Perinchery	680306	Kerala	Thrissur
Peringandur	680581	Kerala	Thrissur
Peringavu	680018	Kerala	Thrissur
Peringottukara	680565	Kerala	Thrissur
Perinjanam	680686	Kerala	Thrissur
Perinjanam West	680686	Kerala	Thrissur
Perngamuck	680544	Kerala	Thrissur
Perumpilavu	680519	Kerala	Thrissur
Perumthuruthy	680542	Kerala	Thrissur
Peruvallur	680508	Kerala	Thrissur
Ponjanam	680702	Kerala	Thrissur
Ponnore	680552	Kerala	Thrissur
Ponnukkara	680306	Kerala	Thrissur
Pookode	680505	Kerala	Thrissur
Poomala	680581	Kerala	Thrissur
Pooppathy	680733	Kerala	Thrissur
Pootharakkal	680561	Kerala	Thrissur
Poothole	680004	Kerala	Thrissur
Poovanchira	680652	Kerala	Thrissur
Poovathussery	680741	Kerala	Thrissur
Porathissery	680125	Kerala	Thrissur
Poringalkuthu	680721	Kerala	Thrissur
Porkolangad	680517	Kerala	Thrissur
Porkulam	680542	Kerala	Thrissur
Potta	680722	Kerala	Thrissur
Pottore	680581	Kerala	Thrissur
Poyya	680733	Kerala	Thrissur
Pudukad	680301	Kerala	Thrissur
Puduruthy	680623	Kerala	Thrissur
Pulakkad	680585	Kerala	Thrissur
Pulakode	680586	Kerala	Thrissur
Pullazhi	680012	Kerala	Thrissur
Pullu	680641	Kerala	Thrissur
Pullur	680683	Kerala	Thrissur
Pullut	680663	Kerala	Thrissur
Pullut North	680663	Kerala	Thrissur
Punkunnu	680002	Kerala	Thrissur
Punnayur	679562	Kerala	Thrissur
Punnayurkulam	679561	Kerala	Thrissur
Puranattukara	680551	Kerala	Thrissur
Puthanpalli	680103	Kerala	Thrissur
Puthenchira	680682	Kerala	Thrissur
Puthenchira Kizhakkummuri	680682	Kerala	Thrissur
Puthenchira Thekkummuri	680682	Kerala	Thrissur
Puthenpeedika	680642	Kerala	Thrissur
Puthur-trichur	680014	Kerala	Thrissur
Puvathur	680508	Kerala	Thrissur
Puzhakkal	680553	Kerala	Thrissur
Ramavarmapuram	680631	Kerala	Thrissur
Santhipuram	680668	Kerala	Thrissur
South Kondazhi	679106	Kerala	Thrissur
Tali	680585	Kerala	Thrissur
Talikulam	680569	Kerala	Thrissur
Thaikkad	680104	Kerala	Thrissur
Thalakkottukara	680501	Kerala	Thrissur
Thalassery	679532	Kerala	Thrissur
Thalore	680306	Kerala	Thrissur
Thamarayur	680505	Kerala	Thrissur
Thampankadavu	680569	Kerala	Thrissur
Thangalur	680581	Kerala	Thrissur
Thanissery	680701	Kerala	Thrissur
Thayyur	680584	Kerala	Thrissur
Thazhekkad	680697	Kerala	Thrissur
Thekkumkara	680608	Kerala	Thrissur
Thichur	680584	Kerala	Thrissur
Thippilissery	680519	Kerala	Thrissur
Thirumukkulam	680734	Kerala	Thrissur
Thirunellur	680508	Kerala	Thrissur
Thiruvambady Tsr	680022	Kerala	Thrissur
Thiruvenkitam	680101	Kerala	Thrissur
Thiruvilwamala	680588	Kerala	Thrissur
Thonnurkkara	680610	Kerala	Thrissur
Thottippal	680310	Kerala	Thrissur
Thozhiyur	680520	Kerala	Thrissur
Thozhupadam	680586	Kerala	Thrissur
Thrissur	680001	Kerala	Thrissur
Thrissur Central	680001	Kerala	Thrissur
Thrissur City	680020	Kerala	Thrissur
Thrissur East	680005	Kerala	Thrissur
Thrissur Engg college	680009	Kerala	Thrissur
Thrissur R s	680021	Kerala	Thrissur
Thumbur	680662	Kerala	Thrissur
Tirur	680581	Kerala	Thrissur
Tiruvatra	680516	Kerala	Thrissur
Tolur-parappur	680552	Kerala	Thrissur
Toyakkavu	680513	Kerala	Thrissur
Trikkur	680314	Kerala	Thrissur
Triprayar	680567	Kerala	Thrissur
Trithallur	680619	Kerala	Thrissur
Trithallur West	680619	Kerala	Thrissur
Urakam	680562	Kerala	Thrissur
Vadakkekad	679562	Kerala	Thrissur
Vadakkethara	680587	Kerala	Thrissur
Vadakkummuri	680570	Kerala	Thrissur
Vadama	680732	Kerala	Thrissur
Vadookkara	680007	Kerala	Thrissur
Vaka	680602	Kerala	Thrissur
Valapad	680567	Kerala	Thrissur
Valapad Beach	680567	Kerala	Thrissur
Vallachira	680562	Kerala	Thrissur
Vallivattam	680124	Kerala	Thrissur
Vaniampara	680652	Kerala	Thrissur
Varakara	680325	Kerala	Thrissur
Varandarappilly	680303	Kerala	Thrissur
Varavur	680585	Kerala	Thrissur
Vatanapally Beach	680614	Kerala	Thrissur
Vatanapilly	680614	Kerala	Thrissur
Vattanathara	680302	Kerala	Thrissur
Vattekkad	680512	Kerala	Thrissur
Vazhani	680589	Kerala	Thrissur
Velappaya	680596	Kerala	Thrissur
Vellanchira	680697	Kerala	Thrissur
Vellangallur	680662	Kerala	Thrissur
Vellani	680701	Kerala	Thrissur
Vellanikkara	680654	Kerala	Thrissur
Vellarakad	680584	Kerala	Thrissur
Vellattanjur	680601	Kerala	Thrissur
Vellikulangara	680693	Kerala	Thrissur
Velupadam	680303	Kerala	Thrissur
Velur Bazar	680601	Kerala	Thrissur
Velur Thrissur	680601	Kerala	Thrissur
Veluthur	680016	Kerala	Thrissur
Vemmanad	680507	Kerala	Thrissur
Venganellur	680586	Kerala	Thrissur
Venkitangu	680510	Kerala	Thrissur
Vennur	680587	Kerala	Thrissur
Vettikkatti R.s.	679531	Kerala	Thrissur
Vettilappara	680721	Kerala	Thrissur
Vettukad	680014	Kerala	Thrissur
Vijayaraghavapuram	680722	Kerala	Thrissur
Viyyur	680010	Kerala	Thrissur
Vyasagiri	680623	Kerala	Thrissur
Vylathur	679563	Kerala	Thrissur
Wadakkancheri Rs	680623	Kerala	Thrissur
Wadakkanchery	680582	Kerala	Thrissur
West Fort	680004	Kerala	Thrissur
Achooranam	673575	Kerala	Wayanad
Alattil	670644	Kerala	Wayanad
Amara Kuni	673579	Kerala	Wayanad
Ambalavayal	673593	Kerala	Wayanad
Anjukunnu	670645	Kerala	Wayanad
Arambatta Kunnu	673575	Kerala	Wayanad
Arattuthara	670645	Kerala	Wayanad
Arinjerummal	670721	Kerala	Wayanad
Athirattu Kunnu	673596	Kerala	Wayanad
Bavali	670646	Kerala	Wayanad
Beenachi	673592	Kerala	Wayanad
Bhoodanam Colony	673579	Kerala	Wayanad
Bibleland	673575	Kerala	Wayanad
Chedalath	673592	Kerala	Wayanad
Cheengeri	673593	Kerala	Wayanad
Cheeral	673595	Kerala	Wayanad
Cheeyambam	673579	Kerala	Wayanad
Chellangode	673581	Kerala	Wayanad
Chennalode	673121	Kerala	Wayanad
Cherakkara(wayanad)	670644	Kerala	Wayanad
Cherukattoor	670721	Kerala	Wayanad
Chettapalam	673579	Kerala	Wayanad
Choothupara	673596	Kerala	Wayanad
Chulliote	673592	Kerala	Wayanad
Chundale	673123	Kerala	Wayanad
Cottanad	673577	Kerala	Wayanad
Echchome	670721	Kerala	Wayanad
Edavaka	670645	Kerala	Wayanad
Ellumannam	670645	Kerala	Wayanad
Kadalmat	673581	Kerala	Wayanad
Kakka Vayal	673122	Kerala	Wayanad
Kalanadi Kolli	673579	Kerala	Wayanad
Kalathu Vayal	673593	Kerala	Wayanad
Kalpetta	673121	Kerala	Wayanad
Kalpetta North	673122	Kerala	Wayanad
Kambalakkad	673121	Kerala	Wayanad
Kammana	670645	Kerala	Wayanad
Kampatti	670644	Kerala	Wayanad
Kaniyambetta	673124	Kerala	Wayanad
Kappattumala	670644	Kerala	Wayanad
Karachal	673591	Kerala	Wayanad
Karadipara	673593	Kerala	Wayanad
Karakkamala	670645	Kerala	Wayanad
Karani	673591	Kerala	Wayanad
Karinkutty	673121	Kerala	Wayanad
Kariyambadi	673591	Kerala	Wayanad
Kartikulam	670646	Kerala	Wayanad
Kattayad	670731	Kerala	Wayanad
Kavumannam	673121	Kerala	Wayanad
Kayakunnu	670721	Kerala	Wayanad
Kellur	670645	Kerala	Wayanad
Kenichira	673596	Kerala	Wayanad
Kidanganad	673592	Kerala	Wayanad
Kolagapara	673591	Kerala	Wayanad
Koleri	673596	Kerala	Wayanad
Kottarakkunnu	670731	Kerala	Wayanad
Kottathara	673121	Kerala	Wayanad
Krishna Giri	673591	Kerala	Wayanad
Kumbaleri	673591	Kerala	Wayanad
Kunhome	670731	Kerala	Wayanad
Kunnamangalam Wayanad	670645	Kerala	Wayanad
Kunnambetta	673123	Kerala	Wayanad
Kuppadi	673592	Kerala	Wayanad
Lakkidi	673576	Kerala	Wayanad
Madakkimala	673121	Kerala	Wayanad
Madakunnu	673121	Kerala	Wayanad
Makkiad	670731	Kerala	Wayanad
Manal Vayal	673579	Kerala	Wayanad
Mananthavady	670645	Kerala	Wayanad
Mandad	673122	Kerala	Wayanad
Maniyangode	673122	Kerala	Wayanad
Manjoora	673575	Kerala	Wayanad
Marakadavu	673579	Kerala	Wayanad
Mattilayam	670731	Kerala	Wayanad
Meenangadi	673591	Kerala	Wayanad
Meppadi	673577	Kerala	Wayanad
Moodakolli	673592	Kerala	Wayanad
Mookuthi Kunnu	673595	Kerala	Wayanad
Moolan Kavu	673592	Kerala	Wayanad
Mullankolli	673579	Kerala	Wayanad
Mundakai	673577	Kerala	Wayanad
Mundakutty	670645	Kerala	Wayanad
Muthanga	673592	Kerala	Wayanad
Muttil	673122	Kerala	Wayanad
Mylambadi	673591	Kerala	Wayanad
Nadavayal	670721	Kerala	Wayanad
Naiketty	673592	Kerala	Wayanad
Nallara Chal	673593	Kerala	Wayanad
Nallurnad	670645	Kerala	Wayanad
Nambiar Kunnu	673595	Kerala	Wayanad
Narikkundu	673593	Kerala	Wayanad
Nathamkuni	673577	Kerala	Wayanad
Nenmeni	673592	Kerala	Wayanad
Nenmeni Kunnu	673595	Kerala	Wayanad
Nirvaram	670721	Kerala	Wayanad
Nulpuzha	673592	Kerala	Wayanad
Padichira	673579	Kerala	Wayanad
Padinhara Thara	673575	Kerala	Wayanad
Pakkom	673579	Kerala	Wayanad
Palakolli	673579	Kerala	Wayanad
Pallikunnu Wynad	673121	Kerala	Wayanad
Pambra	673592	Kerala	Wayanad
Panamaram	670721	Kerala	Wayanad
Panavally	670646	Kerala	Wayanad
Pariyaram - wynad	673122	Kerala	Wayanad
Payyampalli	670646	Kerala	Wayanad
Pazhupathur	673592	Kerala	Wayanad
Perikallur	673579	Kerala	Wayanad
Periya	670644	Kerala	Wayanad
Pilakavu	670645	Kerala	Wayanad
Pinangode	673121	Kerala	Wayanad
Poomulla	673592	Kerala	Wayanad
Poothadi	673596	Kerala	Wayanad
Porur(wayanad)	670644	Kerala	Wayanad
Pozhuthana	673575	Kerala	Wayanad
Pudusseri	670645	Kerala	Wayanad
Pudusserikadavu	670645	Kerala	Wayanad
Pulpalli	673579	Kerala	Wayanad
Puthan Kunnu	673595	Kerala	Wayanad
Puthumala	673577	Kerala	Wayanad
Puthur Vayal	673121	Kerala	Wayanad
Puzhamutti	673121	Kerala	Wayanad
Ripon Wynad	673577	Kerala	Wayanad
Sasimala	673579	Kerala	Wayanad
Seetha Mount	673579	Kerala	Wayanad
Sugandhagiri	673576	Kerala	Wayanad
Sulthan Bathery	673592	Kerala	Wayanad
Sulthan Bathery east	673592	Kerala	Wayanad
Tavinhal	670644	Kerala	Wayanad
Thalapuzha	670644	Kerala	Wayanad
Thariote	673589	Kerala	Wayanad
Thariote North	673575	Kerala	Wayanad
Tharuvana	670732	Kerala	Wayanad
Thazha Munda	673596	Kerala	Wayanad
Thazhathur	673595	Kerala	Wayanad
Thekkumthara	673121	Kerala	Wayanad
Thettamala	670731	Kerala	Wayanad
Tholpetty	670646	Kerala	Wayanad
Thondernadu	670731	Kerala	Wayanad
Thovari Mala	673592	Kerala	Wayanad
Thrissileri	670646	Kerala	Wayanad
Tirunelli	670646	Kerala	Wayanad
Tirunelli Temple	670646	Kerala	Wayanad
Trikai Petta	673577	Kerala	Wayanad
Vakeri	673592	Kerala	Wayanad
Vala Vayal	673596	Kerala	Wayanad
Valery	670645	Kerala	Wayanad
Vallarmala	673578	Kerala	Wayanad
Vallat	670644	Kerala	Wayanad
Valluvadi	673592	Kerala	Wayanad
Vanhode	670731	Kerala	Wayanad
Varadoor	673121	Kerala	Wayanad
Varambetta	673575	Kerala	Wayanad
Varayal	670644	Kerala	Wayanad
Vatuvanchal	673581	Kerala	Wayanad
Vazhu Vatta	673122	Kerala	Wayanad
Veliyambam	673579	Kerala	Wayanad
Vellamunda	670731	Kerala	Wayanad
Vemom	670645	Kerala	Wayanad
Vimalanagar	670645	Kerala	Wayanad
Vythiri	673576	Kerala	Wayanad
